categorie1,categorie2,categorie3,href
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de vie individuel,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/247/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,"Demander la transcription d’un acte d’état civil (acte de naissance, acte de mariage, acte de décès) auprès des services consulaires",https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/683/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Faire la déclaration tardive d'un mariage coutumier,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/448/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/447/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander la célébration d'un mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/446/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Contester une filiation maternelle,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/436/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de divorce,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/429/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander une copie littérale d’acte de naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/428/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander une curatelle,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/358/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander une indication en paternité,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/351/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Initier une procédure en divorce,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/345/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander au juge la rectification d'un acte d'état civil pour erreur ou omission,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/343/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un jugement d'autorisation d'inscription tardive de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/342/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander la nationalité sénégalaise par filiation (ou d'origine),https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/340/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander l'adoption plénière d'un enfant,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/333/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un jugement d'autorisation d'inscription tardive de décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/330/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Déclarer un décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/329/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un jugement d'autorisation d'inscription de naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/325/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Déclarer une naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/324/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de non inscription de décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/314/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un extrait du registre des actes de décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/313/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un bulletin de décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/312/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander une copie littérale d'acte de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/311/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander une copie littérale d’acte de décès,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/310/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un extrait du registre des actes de naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/309/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un bulletin de naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/308/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un extrait du registre des actes de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/307/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de non inscription de naissance,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/305/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de non inscription de mariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/304/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un passeport de réfugié,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/86/7/56
"Famille, étapes de la vie et vie sociale",Décès,Demander un certificat de genre de mort,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/115/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander une autorisation de transfert de restes mortels,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/80/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander  la concession d’un espace tombal dans un cimetière de la ville de Dakar,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1027/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander la réversion d’une pension de retraite pour un  fonctionnaire décédé après la retraite,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/780/7/61
"Famille, étapes de la vie et vie sociale",Décès,Faire une demande de location d'un corbillard,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/570/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander le permis d'inhumer,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/376/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander un jugement d'autorisation d'inscription tardive de décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/330/7/61
"Famille, étapes de la vie et vie sociale",Décès,Déclarer un décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/329/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander un certificat de non inscription de décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/314/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander un extrait du registre des actes de décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/313/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander un bulletin de décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/312/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander une copie littérale d’acte de décès,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/310/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander un certificat de non divorce et de non séparation de corps,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/255/7/61
"Famille, étapes de la vie et vie sociale",Décès,Demander une pension d'ascendant de militaire,https://web.archive.org/web/20200922110813/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/179/7/61
"Famille, étapes de la vie et vie sociale",Nationalité et identité,Demander un passeport de service au Ministère des Affaires Etrangères,https://web.archive.org/web/20200220165244/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/829/7/231
